rank	vertex_index	anomaly_score	coreness	degree
8573.0	10018	0.1110670936909468	18	24
8573.0	9925	0.1110670936909468	18	24
8573.0	8240	0.1110670936909468	18	24
8573.0	7397	0.1110670936909468	18	24
8573.0	4701	0.1110670936909468	18	24
8573.0	4012	0.1110670936909468	18	24
8573.0	3122	0.1110670936909468	18	24
8573.0	3093	0.1110670936909468	18	24
8573.0	1924	0.1110670936909468	18	24
8573.0	1619	0.1110670936909468	18	24
8573.0	436	0.1110670936909468	18	24
8581.5	4365	0.11080231628435744	34	65
8581.5	3240	0.11080231628435744	34	65
8581.5	2770	0.11080231628435744	34	65
8581.5	819	0.11080231628435744	34	65
8586.0	9594	0.11074422752729873	25	36
8586.0	7200	0.11074422752729873	25	36
8586.0	4791	0.11074422752729873	25	36
8586.0	1362	0.11074422752729873	25	36
8586.0	654	0.11074422752729873	25	36
8589.5	4142	0.11034805716886531	31	64
8589.5	1323	0.11034805716886531	31	64
8591.0	1210	0.10969891725642444	38	91
8592.0	7228	0.10939684808028716	25	45
8593.5	1367	0.10924255672368943	40	115
8593.5	719	0.10924255672368943	40	115
8599.0	16481	0.10837483595074904	14	24
8599.0	16085	0.10837483595074904	14	24
8599.0	13979	0.10837483595074904	14	24
8599.0	13134	0.10837483595074904	14	24
8599.0	12944	0.10837483595074904	14	24
8599.0	5145	0.10837483595074904	14	24
8599.0	2629	0.10837483595074904	14	24
8599.0	1434	0.10837483595074904	14	24
8599.0	795	0.10837483595074904	14	24
8605.5	5398	0.108349766232406	32	57
8605.5	4680	0.108349766232406	32	57
8605.5	1916	0.108349766232406	32	57
8605.5	1876	0.108349766232406	32	57
8609.5	23432	0.10833789703744667	19	33
8609.5	12409	0.10833789703744667	19	33
8609.5	3549	0.10833789703744667	19	33
8609.5	2781	0.10833789703744667	19	33
8612.0	675	0.10828877543691462	41	128
8615.0	18659	0.1082311348117857	18	31
8615.0	7701	0.1082311348117857	18	31
8615.0	6340	0.1082311348117857	18	31
8615.0	6087	0.1082311348117857	18	31
8615.0	2816	0.1082311348117857	18	31
8619.0	4600	0.10820864320855161	15	26
8619.0	2578	0.10820864320855161	15	26
8619.0	2118	0.10820864320855161	15	26
8626.0	23026	0.1079511598951246	21	29
8626.0	10991	0.1079511598951246	21	29
8626.0	10920	0.1079511598951246	21	29
8626.0	10708	0.1079511598951246	21	29
8626.0	10660	0.1079511598951246	21	29
8626.0	10396	0.1079511598951246	21	29
8626.0	7320	0.1079511598951246	21	29
8626.0	6834	0.1079511598951246	21	29
8626.0	5705	0.1079511598951246	21	29
8626.0	5308	0.1079511598951246	21	29
8626.0	2800	0.1079511598951246	21	29
8640.0	23347	0.10672883702953762	13	17
8640.0	13796	0.10672883702953762	13	17
8640.0	11667	0.10672883702953762	13	17
8640.0	8376	0.10672883702953762	13	17
8640.0	8222	0.10672883702953762	13	17
8640.0	8177	0.10672883702953762	13	17
8640.0	7241	0.10672883702953762	13	17
8640.0	7216	0.10672883702953762	13	17
8640.0	6948	0.10672883702953762	13	17
8640.0	6687	0.10672883702953762	13	17
8640.0	5989	0.10672883702953762	13	17
8640.0	3699	0.10672883702953762	13	17
8640.0	3622	0.10672883702953762	13	17
8640.0	3070	0.10672883702953762	13	17
8640.0	1640	0.10672883702953762	13	17
8640.0	1363	0.10672883702953762	13	17
8640.0	137	0.10672883702953762	13	17
8649.0	466	0.10580684460966783	36	79
8709.0	36080	0.105790668460223	8	10
8709.0	36076	0.105790668460223	8	10
8709.0	32693	0.105790668460223	8	10
8709.0	29695	0.105790668460223	8	10
8709.0	29615	0.105790668460223	8	10
8709.0	26396	0.105790668460223	8	10
8709.0	26340	0.105790668460223	8	10
8709.0	26017	0.105790668460223	8	10
8709.0	26012	0.105790668460223	8	10
8709.0	25794	0.105790668460223	8	10
8709.0	23609	0.105790668460223	8	10
8709.0	23197	0.105790668460223	8	10
8709.0	23164	0.105790668460223	8	10
8709.0	22317	0.105790668460223	8	10
8709.0	21659	0.105790668460223	8	10
8709.0	21464	0.105790668460223	8	10
8709.0	21394	0.105790668460223	8	10
8709.0	20957	0.105790668460223	8	10
8709.0	20943	0.105790668460223	8	10
8709.0	20940	0.105790668460223	8	10
8709.0	20938	0.105790668460223	8	10
8709.0	20937	0.105790668460223	8	10
8709.0	20372	0.105790668460223	8	10
8709.0	19410	0.105790668460223	8	10
8709.0	18619	0.105790668460223	8	10
8709.0	18265	0.105790668460223	8	10
8709.0	18029	0.105790668460223	8	10
8709.0	17975	0.105790668460223	8	10
8709.0	17857	0.105790668460223	8	10
8709.0	17565	0.105790668460223	8	10
8709.0	17464	0.105790668460223	8	10
8709.0	17293	0.105790668460223	8	10
8709.0	16929	0.105790668460223	8	10
8709.0	16656	0.105790668460223	8	10
8709.0	16319	0.105790668460223	8	10
8709.0	16082	0.105790668460223	8	10
8709.0	15997	0.105790668460223	8	10
8709.0	15953	0.105790668460223	8	10
8709.0	15607	0.105790668460223	8	10
8709.0	15417	0.105790668460223	8	10
8709.0	15383	0.105790668460223	8	10
8709.0	15194	0.105790668460223	8	10
8709.0	14907	0.105790668460223	8	10
8709.0	14882	0.105790668460223	8	10
8709.0	14741	0.105790668460223	8	10
8709.0	14625	0.105790668460223	8	10
8709.0	14420	0.105790668460223	8	10
8709.0	14152	0.105790668460223	8	10
8709.0	13930	0.105790668460223	8	10
8709.0	13773	0.105790668460223	8	10
8709.0	13346	0.105790668460223	8	10
8709.0	13139	0.105790668460223	8	10
8709.0	12736	0.105790668460223	8	10
8709.0	12701	0.105790668460223	8	10
8709.0	12653	0.105790668460223	8	10
8709.0	12124	0.105790668460223	8	10
8709.0	12084	0.105790668460223	8	10
8709.0	12047	0.105790668460223	8	10
8709.0	11200	0.105790668460223	8	10
8709.0	10988	0.105790668460223	8	10
8709.0	10967	0.105790668460223	8	10
8709.0	10859	0.105790668460223	8	10
8709.0	10621	0.105790668460223	8	10
8709.0	10459	0.105790668460223	8	10
8709.0	10227	0.105790668460223	8	10
8709.0	9972	0.105790668460223	8	10
8709.0	9908	0.105790668460223	8	10
8709.0	9866	0.105790668460223	8	10
8709.0	9297	0.105790668460223	8	10
8709.0	9036	0.105790668460223	8	10
8709.0	8762	0.105790668460223	8	10
8709.0	8327	0.105790668460223	8	10
8709.0	8280	0.105790668460223	8	10
8709.0	8040	0.105790668460223	8	10
8709.0	8014	0.105790668460223	8	10
8709.0	7982	0.105790668460223	8	10
8709.0	7931	0.105790668460223	8	10
8709.0	7890	0.105790668460223	8	10
8709.0	7669	0.105790668460223	8	10
8709.0	7637	0.105790668460223	8	10
8709.0	7636	0.105790668460223	8	10
8709.0	7582	0.105790668460223	8	10
8709.0	7576	0.105790668460223	8	10
8709.0	7402	0.105790668460223	8	10
8709.0	7330	0.105790668460223	8	10
8709.0	7147	0.105790668460223	8	10
8709.0	7146	0.105790668460223	8	10
8709.0	6980	0.105790668460223	8	10
8709.0	6869	0.105790668460223	8	10
8709.0	6243	0.105790668460223	8	10
8709.0	6168	0.105790668460223	8	10
8709.0	6085	0.105790668460223	8	10
8709.0	6078	0.105790668460223	8	10
8709.0	5996	0.105790668460223	8	10
8709.0	5714	0.105790668460223	8	10
8709.0	5704	0.105790668460223	8	10
8709.0	5343	0.105790668460223	8	10
8709.0	4591	0.105790668460223	8	10
8709.0	4311	0.105790668460223	8	10
8709.0	4243	0.105790668460223	8	10
8709.0	3729	0.105790668460223	8	10
8709.0	3685	0.105790668460223	8	10
8709.0	3516	0.105790668460223	8	10
8709.0	3360	0.105790668460223	8	10
8709.0	3156	0.105790668460223	8	10
8709.0	2148	0.105790668460223	8	10
8709.0	2136	0.105790668460223	8	10
8709.0	2085	0.105790668460223	8	10
8709.0	1748	0.105790668460223	8	10
8709.0	1727	0.105790668460223	8	10
8709.0	1639	0.105790668460223	8	10
8709.0	1531	0.105790668460223	8	10
8709.0	1345	0.105790668460223	8	10
8709.0	1327	0.105790668460223	8	10
8709.0	999	0.105790668460223	8	10
8709.0	998	0.105790668460223	8	10
8709.0	997	0.105790668460223	8	10
8709.0	710	0.105790668460223	8	10
8709.0	679	0.105790668460223	8	10
8774.0	22207	0.10538192870479612	19	26
8774.0	21406	0.10538192870479612	19	26
8774.0	18922	0.10538192870479612	19	26
8774.0	7997	0.10538192870479612	19	26
8774.0	7514	0.10538192870479612	19	26
8774.0	6274	0.10538192870479612	19	26
8774.0	4706	0.10538192870479612	19	26
8774.0	3145	0.10538192870479612	19	26
8774.0	2261	0.10538192870479612	19	26
8774.0	1547	0.10538192870479612	19	26
8774.0	862	0.10538192870479612	19	26
8780.0	566	0.10536051565782634	43	924
8783.0	20353	0.10499420918842084	13	22
8783.0	14637	0.10499420918842084	13	22
8783.0	10359	0.10499420918842084	13	22
8783.0	5469	0.10499420918842084	13	22
8783.0	3236	0.10499420918842084	13	22
8795.0	26342	0.10480458505541179	10	17
8795.0	24685	0.10480458505541179	10	17
8795.0	15531	0.10480458505541179	10	17
8795.0	13203	0.10480458505541179	10	17
8795.0	11165	0.10480458505541179	10	17
8795.0	8999	0.10480458505541179	10	17
8795.0	7559	0.10480458505541179	10	17
8795.0	7558	0.10480458505541179	10	17
8795.0	7554	0.10480458505541179	10	17
8795.0	7179	0.10480458505541179	10	17
8795.0	7085	0.10480458505541179	10	17
8795.0	6681	0.10480458505541179	10	17
8795.0	6470	0.10480458505541179	10	17
8795.0	6445	0.10480458505541179	10	17
8795.0	5907	0.10480458505541179	10	17
8795.0	4522	0.10480458505541179	10	17
8795.0	3635	0.10480458505541179	10	17
8795.0	3379	0.10480458505541179	10	17
8795.0	1432	0.10480458505541179	10	17
8806.0	2768	0.10411137838616824	27	40
8806.0	2664	0.10411137838616824	27	40
8806.0	254	0.10411137838616824	27	40
8846.0	34592	0.10397191458530841	7	11
8846.0	31472	0.10397191458530841	7	11
8846.0	29111	0.10397191458530841	7	11
8846.0	28075	0.10397191458530841	7	11
8846.0	28030	0.10397191458530841	7	11
8846.0	27789	0.10397191458530841	7	11
8846.0	26572	0.10397191458530841	7	11
8846.0	26356	0.10397191458530841	7	11
8846.0	26332	0.10397191458530841	7	11
8846.0	26013	0.10397191458530841	7	11
8846.0	26000	0.10397191458530841	7	11
8846.0	25997	0.10397191458530841	7	11
8846.0	25471	0.10397191458530841	7	11
8846.0	25164	0.10397191458530841	7	11
8846.0	25163	0.10397191458530841	7	11
8846.0	24854	0.10397191458530841	7	11
8846.0	24845	0.10397191458530841	7	11
8846.0	24641	0.10397191458530841	7	11
8846.0	24519	0.10397191458530841	7	11
8846.0	23479	0.10397191458530841	7	11
8846.0	23458	0.10397191458530841	7	11
8846.0	22115	0.10397191458530841	7	11
8846.0	22034	0.10397191458530841	7	11
8846.0	21854	0.10397191458530841	7	11
8846.0	20967	0.10397191458530841	7	11
8846.0	19016	0.10397191458530841	7	11
8846.0	17270	0.10397191458530841	7	11
8846.0	17153	0.10397191458530841	7	11
8846.0	17005	0.10397191458530841	7	11
8846.0	16887	0.10397191458530841	7	11
8846.0	16850	0.10397191458530841	7	11
8846.0	15221	0.10397191458530841	7	11
8846.0	15195	0.10397191458530841	7	11
8846.0	15187	0.10397191458530841	7	11
8846.0	15121	0.10397191458530841	7	11
8846.0	15027	0.10397191458530841	7	11
8846.0	14977	0.10397191458530841	7	11
8846.0	14506	0.10397191458530841	7	11
8846.0	14296	0.10397191458530841	7	11
8846.0	13883	0.10397191458530841	7	11
8846.0	13408	0.10397191458530841	7	11
8846.0	12538	0.10397191458530841	7	11
8846.0	12509	0.10397191458530841	7	11
8846.0	12287	0.10397191458530841	7	11
8846.0	10484	0.10397191458530841	7	11
8846.0	9984	0.10397191458530841	7	11
8846.0	9647	0.10397191458530841	7	11
8846.0	9452	0.10397191458530841	7	11
8846.0	9024	0.10397191458530841	7	11
8846.0	8727	0.10397191458530841	7	11
8846.0	8561	0.10397191458530841	7	11
8846.0	8477	0.10397191458530841	7	11
8846.0	8193	0.10397191458530841	7	11
8846.0	8166	0.10397191458530841	7	11
8846.0	8077	0.10397191458530841	7	11
8846.0	7833	0.10397191458530841	7	11
8846.0	7785	0.10397191458530841	7	11
8846.0	7597	0.10397191458530841	7	11
8846.0	7389	0.10397191458530841	7	11
8846.0	6928	0.10397191458530841	7	11
8846.0	6486	0.10397191458530841	7	11
8846.0	6090	0.10397191458530841	7	11
8846.0	6065	0.10397191458530841	7	11
8846.0	5786	0.10397191458530841	7	11
8846.0	5554	0.10397191458530841	7	11
8846.0	5395	0.10397191458530841	7	11
8846.0	5303	0.10397191458530841	7	11
8846.0	5065	0.10397191458530841	7	11
8846.0	4879	0.10397191458530841	7	11
8846.0	4671	0.10397191458530841	7	11
8846.0	3673	0.10397191458530841	7	11
8846.0	3368	0.10397191458530841	7	11
8846.0	3210	0.10397191458530841	7	11
8846.0	2639	0.10397191458530841	7	11
8846.0	1881	0.10397191458530841	7	11
8846.0	1822	0.10397191458530841	7	11
8846.0	976	0.10397191458530841	7	11
8906.5	26329	0.10349288350529484	10	13
8906.5	23751	0.10349288350529484	10	13
8906.5	23020	0.10349288350529484	10	13
8906.5	22468	0.10349288350529484	10	13
8906.5	20255	0.10349288350529484	10	13
8906.5	20222	0.10349288350529484	10	13
8906.5	18601	0.10349288350529484	10	13
8906.5	17072	0.10349288350529484	10	13
8906.5	16756	0.10349288350529484	10	13
8906.5	14551	0.10349288350529484	10	13
8906.5	14434	0.10349288350529484	10	13
8906.5	14341	0.10349288350529484	10	13
8906.5	14159	0.10349288350529484	10	13
8906.5	13216	0.10349288350529484	10	13
8906.5	12664	0.10349288350529484	10	13
8906.5	12178	0.10349288350529484	10	13
8906.5	11309	0.10349288350529484	10	13
8906.5	11117	0.10349288350529484	10	13
8906.5	11048	0.10349288350529484	10	13
8906.5	10615	0.10349288350529484	10	13
8906.5	10190	0.10349288350529484	10	13
8906.5	9334	0.10349288350529484	10	13
8906.5	9101	0.10349288350529484	10	13
8906.5	8977	0.10349288350529484	10	13
8906.5	8884	0.10349288350529484	10	13
8906.5	8682	0.10349288350529484	10	13
8906.5	7980	0.10349288350529484	10	13
8906.5	7172	0.10349288350529484	10	13
8906.5	6225	0.10349288350529484	10	13
8906.5	6216	0.10349288350529484	10	13
8906.5	6082	0.10349288350529484	10	13
8906.5	5954	0.10349288350529484	10	13
8906.5	5780	0.10349288350529484	10	13
8906.5	4896	0.10349288350529484	10	13
8906.5	4721	0.10349288350529484	10	13
8906.5	4589	0.10349288350529484	10	13
8906.5	4550	0.10349288350529484	10	13
8906.5	4383	0.10349288350529484	10	13
8906.5	4146	0.10349288350529484	10	13
8906.5	3705	0.10349288350529484	10	13
8906.5	3498	0.10349288350529484	10	13
8906.5	1351	0.10349288350529484	10	13
8906.5	731	0.10349288350529484	10	13
8906.5	447	0.10349288350529484	10	13
8994.0	35718	0.10326908973863347	6	9
8994.0	35646	0.10326908973863347	6	9
8994.0	35569	0.10326908973863347	6	9
8994.0	34997	0.10326908973863347	6	9
8994.0	34979	0.10326908973863347	6	9
8994.0	34978	0.10326908973863347	6	9
8994.0	34820	0.10326908973863347	6	9
8994.0	34618	0.10326908973863347	6	9
8994.0	34598	0.10326908973863347	6	9
8994.0	34597	0.10326908973863347	6	9
8994.0	34596	0.10326908973863347	6	9
8994.0	31417	0.10326908973863347	6	9
8994.0	30186	0.10326908973863347	6	9
8994.0	28623	0.10326908973863347	6	9
8994.0	27752	0.10326908973863347	6	9
8994.0	27478	0.10326908973863347	6	9
8994.0	27367	0.10326908973863347	6	9
8994.0	27208	0.10326908973863347	6	9
8994.0	26848	0.10326908973863347	6	9
8994.0	26821	0.10326908973863347	6	9
8994.0	26617	0.10326908973863347	6	9
8994.0	26507	0.10326908973863347	6	9
8994.0	26362	0.10326908973863347	6	9
8994.0	25971	0.10326908973863347	6	9
8994.0	25848	0.10326908973863347	6	9
8994.0	25650	0.10326908973863347	6	9
8994.0	25042	0.10326908973863347	6	9
8994.0	24957	0.10326908973863347	6	9
8994.0	24951	0.10326908973863347	6	9
8994.0	24949	0.10326908973863347	6	9
8994.0	24869	0.10326908973863347	6	9
8994.0	24640	0.10326908973863347	6	9
8994.0	24076	0.10326908973863347	6	9
8994.0	23613	0.10326908973863347	6	9
8994.0	23261	0.10326908973863347	6	9
8994.0	22753	0.10326908973863347	6	9
8994.0	22519	0.10326908973863347	6	9
8994.0	22464	0.10326908973863347	6	9
8994.0	22379	0.10326908973863347	6	9
8994.0	22354	0.10326908973863347	6	9
8994.0	22204	0.10326908973863347	6	9
8994.0	22163	0.10326908973863347	6	9
8994.0	22162	0.10326908973863347	6	9
8994.0	22091	0.10326908973863347	6	9
8994.0	21977	0.10326908973863347	6	9
8994.0	21975	0.10326908973863347	6	9
8994.0	21974	0.10326908973863347	6	9
8994.0	21328	0.10326908973863347	6	9
8994.0	20956	0.10326908973863347	6	9
8994.0	20311	0.10326908973863347	6	9
8994.0	19761	0.10326908973863347	6	9
8994.0	19643	0.10326908973863347	6	9
8994.0	19159	0.10326908973863347	6	9
8994.0	18872	0.10326908973863347	6	9
8994.0	18387	0.10326908973863347	6	9
8994.0	18120	0.10326908973863347	6	9
8994.0	17969	0.10326908973863347	6	9
8994.0	17959	0.10326908973863347	6	9
8994.0	17512	0.10326908973863347	6	9
8994.0	17470	0.10326908973863347	6	9
8994.0	17236	0.10326908973863347	6	9
8994.0	17234	0.10326908973863347	6	9
8994.0	17052	0.10326908973863347	6	9
8994.0	17024	0.10326908973863347	6	9
8994.0	16711	0.10326908973863347	6	9
8994.0	16639	0.10326908973863347	6	9
8994.0	16637	0.10326908973863347	6	9
8994.0	16636	0.10326908973863347	6	9
8994.0	16468	0.10326908973863347	6	9
8994.0	16464	0.10326908973863347	6	9
8994.0	15478	0.10326908973863347	6	9
8994.0	15279	0.10326908973863347	6	9
8994.0	15232	0.10326908973863347	6	9
8994.0	15230	0.10326908973863347	6	9
8994.0	14528	0.10326908973863347	6	9
8994.0	14431	0.10326908973863347	6	9
8994.0	14105	0.10326908973863347	6	9
8994.0	13585	0.10326908973863347	6	9
8994.0	13312	0.10326908973863347	6	9
8994.0	12518	0.10326908973863347	6	9
8994.0	12419	0.10326908973863347	6	9
8994.0	12197	0.10326908973863347	6	9
8994.0	12184	0.10326908973863347	6	9
8994.0	11806	0.10326908973863347	6	9
8994.0	11325	0.10326908973863347	6	9
8994.0	11251	0.10326908973863347	6	9
8994.0	11088	0.10326908973863347	6	9
8994.0	11042	0.10326908973863347	6	9
8994.0	10412	0.10326908973863347	6	9
8994.0	10065	0.10326908973863347	6	9
8994.0	9871	0.10326908973863347	6	9
8994.0	9809	0.10326908973863347	6	9
8994.0	9803	0.10326908973863347	6	9
8994.0	9801	0.10326908973863347	6	9
8994.0	9496	0.10326908973863347	6	9
8994.0	9469	0.10326908973863347	6	9
8994.0	9211	0.10326908973863347	6	9
8994.0	9076	0.10326908973863347	6	9
8994.0	8026	0.10326908973863347	6	9
8994.0	7829	0.10326908973863347	6	9
8994.0	7683	0.10326908973863347	6	9
8994.0	7620	0.10326908973863347	6	9
8994.0	7538	0.10326908973863347	6	9
8994.0	7045	0.10326908973863347	6	9
8994.0	6947	0.10326908973863347	6	9
8994.0	6576	0.10326908973863347	6	9
8994.0	6420	0.10326908973863347	6	9
8994.0	5767	0.10326908973863347	6	9
8994.0	5691	0.10326908973863347	6	9
8994.0	5528	0.10326908973863347	6	9
8994.0	5405	0.10326908973863347	6	9
8994.0	5247	0.10326908973863347	6	9
8994.0	5184	0.10326908973863347	6	9
8994.0	5138	0.10326908973863347	6	9
8994.0	4874	0.10326908973863347	6	9
8994.0	4795	0.10326908973863347	6	9
8994.0	4663	0.10326908973863347	6	9
8994.0	4643	0.10326908973863347	6	9
8994.0	4471	0.10326908973863347	6	9
8994.0	3713	0.10326908973863347	6	9
8994.0	3667	0.10326908973863347	6	9
8994.0	3551	0.10326908973863347	6	9
8994.0	3276	0.10326908973863347	6	9
8994.0	3126	0.10326908973863347	6	9
8994.0	3034	0.10326908973863347	6	9
8994.0	2548	0.10326908973863347	6	9
8994.0	2452	0.10326908973863347	6	9
8994.0	2396	0.10326908973863347	6	9
8994.0	1613	0.10326908973863347	6	9
8994.0	1523	0.10326908973863347	6	9
8994.0	1383	0.10326908973863347	6	9
9818.0	36387	0.10059712257736919	5	5
9818.0	36386	0.10059712257736919	5	5
9818.0	36385	0.10059712257736919	5	5
9818.0	36384	0.10059712257736919	5	5
9818.0	36190	0.10059712257736919	5	5
9818.0	36189	0.10059712257736919	5	5
9818.0	36188	0.10059712257736919	5	5
9818.0	36187	0.10059712257736919	5	5
9818.0	36186	0.10059712257736919	5	5
9818.0	36185	0.10059712257736919	5	5
9818.0	36068	0.10059712257736919	5	5
9818.0	36067	0.10059712257736919	5	5
9818.0	36066	0.10059712257736919	5	5
9818.0	36065	0.10059712257736919	5	5
9818.0	36027	0.10059712257736919	5	5
9818.0	36026	0.10059712257736919	5	5
9818.0	36025	0.10059712257736919	5	5
9818.0	36024	0.10059712257736919	5	5
9818.0	36023	0.10059712257736919	5	5
9818.0	35729	0.10059712257736919	5	5
9818.0	35728	0.10059712257736919	5	5
9818.0	35723	0.10059712257736919	5	5
9818.0	35722	0.10059712257736919	5	5
9818.0	35720	0.10059712257736919	5	5
9818.0	35691	0.10059712257736919	5	5
9818.0	35682	0.10059712257736919	5	5
9818.0	35681	0.10059712257736919	5	5
9818.0	35647	0.10059712257736919	5	5
9818.0	35645	0.10059712257736919	5	5
9818.0	35641	0.10059712257736919	5	5
9818.0	35568	0.10059712257736919	5	5
9818.0	35567	0.10059712257736919	5	5
9818.0	35566	0.10059712257736919	5	5
9818.0	35565	0.10059712257736919	5	5
9818.0	35558	0.10059712257736919	5	5
9818.0	35557	0.10059712257736919	5	5
9818.0	35556	0.10059712257736919	5	5
9818.0	35555	0.10059712257736919	5	5
9818.0	35554	0.10059712257736919	5	5
9818.0	35535	0.10059712257736919	5	5
9818.0	35323	0.10059712257736919	5	5
9818.0	35320	0.10059712257736919	5	5
9818.0	35317	0.10059712257736919	5	5
9818.0	35307	0.10059712257736919	5	5
9818.0	35306	0.10059712257736919	5	5
9818.0	35297	0.10059712257736919	5	5
9818.0	35295	0.10059712257736919	5	5
9818.0	35294	0.10059712257736919	5	5
9818.0	35288	0.10059712257736919	5	5
9818.0	35287	0.10059712257736919	5	5
9818.0	35286	0.10059712257736919	5	5
9818.0	35285	0.10059712257736919	5	5
9818.0	35284	0.10059712257736919	5	5
9818.0	35213	0.10059712257736919	5	5
9818.0	35212	0.10059712257736919	5	5
9818.0	34939	0.10059712257736919	5	5
9818.0	34938	0.10059712257736919	5	5
9818.0	34937	0.10059712257736919	5	5
9818.0	34936	0.10059712257736919	5	5
9818.0	34819	0.10059712257736919	5	5
9818.0	34814	0.10059712257736919	5	5
9818.0	34370	0.10059712257736919	5	5
9818.0	34367	0.10059712257736919	5	5
9818.0	33970	0.10059712257736919	5	5
9818.0	33746	0.10059712257736919	5	5
9818.0	33745	0.10059712257736919	5	5
9818.0	33744	0.10059712257736919	5	5
9818.0	33734	0.10059712257736919	5	5
9818.0	33733	0.10059712257736919	5	5
9818.0	33732	0.10059712257736919	5	5
9818.0	33731	0.10059712257736919	5	5
9818.0	33730	0.10059712257736919	5	5
9818.0	33682	0.10059712257736919	5	5
9818.0	33681	0.10059712257736919	5	5
9818.0	33390	0.10059712257736919	5	5
9818.0	33389	0.10059712257736919	5	5
9818.0	33387	0.10059712257736919	5	5
9818.0	33384	0.10059712257736919	5	5
9818.0	33267	0.10059712257736919	5	5
9818.0	33266	0.10059712257736919	5	5
9818.0	33265	0.10059712257736919	5	5
9818.0	33263	0.10059712257736919	5	5
9818.0	33261	0.10059712257736919	5	5
9818.0	33260	0.10059712257736919	5	5
9818.0	33224	0.10059712257736919	5	5
9818.0	33126	0.10059712257736919	5	5
9818.0	33125	0.10059712257736919	5	5
9818.0	33080	0.10059712257736919	5	5
9818.0	33079	0.10059712257736919	5	5
9818.0	33078	0.10059712257736919	5	5
9818.0	33077	0.10059712257736919	5	5
9818.0	33076	0.10059712257736919	5	5
9818.0	32988	0.10059712257736919	5	5
9818.0	32740	0.10059712257736919	5	5
9818.0	32157	0.10059712257736919	5	5
9818.0	31958	0.10059712257736919	5	5
9818.0	31957	0.10059712257736919	5	5
9818.0	31897	0.10059712257736919	5	5
9818.0	31896	0.10059712257736919	5	5
9818.0	31895	0.10059712257736919	5	5
9818.0	31894	0.10059712257736919	5	5
9818.0	31839	0.10059712257736919	5	5
9818.0	31838	0.10059712257736919	5	5
9818.0	31735	0.10059712257736919	5	5
9818.0	31599	0.10059712257736919	5	5
9818.0	31473	0.10059712257736919	5	5
9818.0	31395	0.10059712257736919	5	5
9818.0	31394	0.10059712257736919	5	5
9818.0	31393	0.10059712257736919	5	5
9818.0	31392	0.10059712257736919	5	5
9818.0	31391	0.10059712257736919	5	5
9818.0	30990	0.10059712257736919	5	5
9818.0	30988	0.10059712257736919	5	5
9818.0	30986	0.10059712257736919	5	5
9818.0	30985	0.10059712257736919	5	5
9818.0	30917	0.10059712257736919	5	5
9818.0	30916	0.10059712257736919	5	5
9818.0	30915	0.10059712257736919	5	5
9818.0	30773	0.10059712257736919	5	5
9818.0	30772	0.10059712257736919	5	5
9818.0	30771	0.10059712257736919	5	5
9818.0	30693	0.10059712257736919	5	5
9818.0	30692	0.10059712257736919	5	5
9818.0	30691	0.10059712257736919	5	5
9818.0	30654	0.10059712257736919	5	5
9818.0	30495	0.10059712257736919	5	5
9818.0	30494	0.10059712257736919	5	5
9818.0	30493	0.10059712257736919	5	5
9818.0	30492	0.10059712257736919	5	5
9818.0	30491	0.10059712257736919	5	5
9818.0	30479	0.10059712257736919	5	5
9818.0	30478	0.10059712257736919	5	5
9818.0	30477	0.10059712257736919	5	5
9818.0	30475	0.10059712257736919	5	5
9818.0	30343	0.10059712257736919	5	5
9818.0	30342	0.10059712257736919	5	5
9818.0	30341	0.10059712257736919	5	5
9818.0	30323	0.10059712257736919	5	5
9818.0	30322	0.10059712257736919	5	5
9818.0	30321	0.10059712257736919	5	5
9818.0	30320	0.10059712257736919	5	5
9818.0	30319	0.10059712257736919	5	5
9818.0	30318	0.10059712257736919	5	5
9818.0	30317	0.10059712257736919	5	5
9818.0	30309	0.10059712257736919	5	5
9818.0	30308	0.10059712257736919	5	5
9818.0	30307	0.10059712257736919	5	5
9818.0	30306	0.10059712257736919	5	5
9818.0	30305	0.10059712257736919	5	5
9818.0	30197	0.10059712257736919	5	5
9818.0	30113	0.10059712257736919	5	5
9818.0	29916	0.10059712257736919	5	5
9818.0	29909	0.10059712257736919	5	5
9818.0	29887	0.10059712257736919	5	5
9818.0	29800	0.10059712257736919	5	5
9818.0	29799	0.10059712257736919	5	5
9818.0	29785	0.10059712257736919	5	5
9818.0	29763	0.10059712257736919	5	5
9818.0	29762	0.10059712257736919	5	5
9818.0	29759	0.10059712257736919	5	5
9818.0	29718	0.10059712257736919	5	5
9818.0	29699	0.10059712257736919	5	5
9818.0	29591	0.10059712257736919	5	5
9818.0	29590	0.10059712257736919	5	5
9818.0	29589	0.10059712257736919	5	5
9818.0	29588	0.10059712257736919	5	5
9818.0	29587	0.10059712257736919	5	5
9818.0	29586	0.10059712257736919	5	5
9818.0	29409	0.10059712257736919	5	5
9818.0	29408	0.10059712257736919	5	5
9818.0	29407	0.10059712257736919	5	5
9818.0	29406	0.10059712257736919	5	5
9818.0	29405	0.10059712257736919	5	5
9818.0	29384	0.10059712257736919	5	5
9818.0	29383	0.10059712257736919	5	5
9818.0	29341	0.10059712257736919	5	5
9818.0	29340	0.10059712257736919	5	5
9818.0	29339	0.10059712257736919	5	5
9818.0	29338	0.10059712257736919	5	5
9818.0	29337	0.10059712257736919	5	5
9818.0	29336	0.10059712257736919	5	5
