rank	vertex_index	anomaly_score	trussness	degree
2540.5	1810	0.54383909177883	3	5
2540.5	176	0.54383909177883	3	5
2540.5	18	0.54383909177883	3	5
2540.5	16	0.54383909177883	3	5
2567.5	22014	0.540233260579944	10	18
2567.5	14834	0.540233260579944	10	18
2567.5	14074	0.540233260579944	10	18
2567.5	9357	0.540233260579944	10	18
2567.5	6645	0.540233260579944	10	18
2567.5	6598	0.540233260579944	10	18
2567.5	6056	0.540233260579944	10	18
2567.5	2458	0.540233260579944	10	18
2572.0	4676	0.5398999247710057	14	112
2573.0	2080	0.5392044657953061	16	62
2577.5	23413	0.5388239530659664	11	23
2577.5	16753	0.5388239530659664	11	23
2577.5	7244	0.5388239530659664	11	23
2577.5	6213	0.5388239530659664	11	23
2577.5	6081	0.5388239530659664	11	23
2577.5	3561	0.5388239530659664	11	23
2577.5	1513	0.5388239530659664	11	23
2577.5	1125	0.5388239530659664	11	23
2582.0	2566	0.5381025723285724	14	44
2583.0	4124	0.5378189910293676	13	97
2627.5	33040	0.5369011944808673	5	10
2627.5	29283	0.5369011944808673	5	10
2627.5	27907	0.5369011944808673	5	10
2627.5	27906	0.5369011944808673	5	10
2627.5	27892	0.5369011944808673	5	10
2627.5	27870	0.5369011944808673	5	10
2627.5	27865	0.5369011944808673	5	10
2627.5	27225	0.5369011944808673	5	10
2627.5	26583	0.5369011944808673	5	10
2627.5	25089	0.5369011944808673	5	10
2627.5	24776	0.5369011944808673	5	10
2627.5	24526	0.5369011944808673	5	10
2627.5	24475	0.5369011944808673	5	10
2627.5	23612	0.5369011944808673	5	10
2627.5	23465	0.5369011944808673	5	10
2627.5	23197	0.5369011944808673	5	10
2627.5	22414	0.5369011944808673	5	10
2627.5	22226	0.5369011944808673	5	10
2627.5	21347	0.5369011944808673	5	10
2627.5	21253	0.5369011944808673	5	10
2627.5	20918	0.5369011944808673	5	10
2627.5	20579	0.5369011944808673	5	10
2627.5	20205	0.5369011944808673	5	10
2627.5	19872	0.5369011944808673	5	10
2627.5	19751	0.5369011944808673	5	10
2627.5	19719	0.5369011944808673	5	10
2627.5	19545	0.5369011944808673	5	10
2627.5	19149	0.5369011944808673	5	10
2627.5	19126	0.5369011944808673	5	10
2627.5	18982	0.5369011944808673	5	10
2627.5	18764	0.5369011944808673	5	10
2627.5	18721	0.5369011944808673	5	10
2627.5	18581	0.5369011944808673	5	10
2627.5	18310	0.5369011944808673	5	10
2627.5	17380	0.5369011944808673	5	10
2627.5	17006	0.5369011944808673	5	10
2627.5	16860	0.5369011944808673	5	10
2627.5	16465	0.5369011944808673	5	10
2627.5	16082	0.5369011944808673	5	10
2627.5	16072	0.5369011944808673	5	10
2627.5	15059	0.5369011944808673	5	10
2627.5	14376	0.5369011944808673	5	10
2627.5	14052	0.5369011944808673	5	10
2627.5	13661	0.5369011944808673	5	10
2627.5	13418	0.5369011944808673	5	10
2627.5	13346	0.5369011944808673	5	10
2627.5	13139	0.5369011944808673	5	10
2627.5	13113	0.5369011944808673	5	10
2627.5	12268	0.5369011944808673	5	10
2627.5	12047	0.5369011944808673	5	10
2627.5	11670	0.5369011944808673	5	10
2627.5	11115	0.5369011944808673	5	10
2627.5	10716	0.5369011944808673	5	10
2627.5	10560	0.5369011944808673	5	10
2627.5	9833	0.5369011944808673	5	10
2627.5	9535	0.5369011944808673	5	10
2627.5	9297	0.5369011944808673	5	10
2627.5	9230	0.5369011944808673	5	10
2627.5	8871	0.5369011944808673	5	10
2627.5	8782	0.5369011944808673	5	10
2627.5	8453	0.5369011944808673	5	10
2627.5	8372	0.5369011944808673	5	10
2627.5	7890	0.5369011944808673	5	10
2627.5	6980	0.5369011944808673	5	10
2627.5	6924	0.5369011944808673	5	10
2627.5	6873	0.5369011944808673	5	10
2627.5	6752	0.5369011944808673	5	10
2627.5	6262	0.5369011944808673	5	10
2627.5	5714	0.5369011944808673	5	10
2627.5	5343	0.5369011944808673	5	10
2627.5	5307	0.5369011944808673	5	10
2627.5	5250	0.5369011944808673	5	10
2627.5	5125	0.5369011944808673	5	10
2627.5	4652	0.5369011944808673	5	10
2627.5	4253	0.5369011944808673	5	10
2627.5	4023	0.5369011944808673	5	10
2627.5	3492	0.5369011944808673	5	10
2627.5	3408	0.5369011944808673	5	10
2627.5	3372	0.5369011944808673	5	10
2627.5	3364	0.5369011944808673	5	10
2627.5	3293	0.5369011944808673	5	10
2627.5	3285	0.5369011944808673	5	10
2627.5	3149	0.5369011944808673	5	10
2627.5	2125	0.5369011944808673	5	10
2627.5	1789	0.5369011944808673	5	10
2627.5	1727	0.5369011944808673	5	10
2627.5	1345	0.5369011944808673	5	10
2627.5	125	0.5369011944808673	5	10
2679.0	23371	0.5368685573841674	7	27
2679.0	22446	0.5368685573841674	7	27
2679.0	13421	0.5368685573841674	7	27
2679.0	10620	0.5368685573841674	7	27
2679.0	7113	0.5368685573841674	7	27
2679.0	6794	0.5368685573841674	7	27
2679.0	6198	0.5368685573841674	7	27
2679.0	5319	0.5368685573841674	7	27
2679.0	4947	0.5368685573841674	7	27
2679.0	4504	0.5368685573841674	7	27
2679.0	3959	0.5368685573841674	7	27
2679.0	3151	0.5368685573841674	7	27
2679.0	1519	0.5368685573841674	7	27
2679.0	801	0.5368685573841674	7	27
2679.0	306	0.5368685573841674	7	27
2687.0	5459	0.5367394464829767	17	72
2688.0	550	0.5329784284071248	19	119
2689.0	488	0.5327268877190923	20	171
2690.0	1321	0.5323206893459851	18	87
2692.0	9594	0.5304698268546195	13	36
2692.0	7640	0.5304698268546195	13	36
2692.0	2278	0.5304698268546195	13	36
2695.0	4569	0.5290224789854969	9	51
2695.0	4392	0.5290224789854969	9	51
2695.0	1203	0.5290224789854969	9	51
2697.0	457	0.5283137328629302	13	96
2698.0	7991	0.5282321341455285	14	111
2700.5	3309	0.5271800596428999	8	39
2700.5	2793	0.5271800596428999	8	39
2700.5	1772	0.5271800596428999	8	39
2700.5	951	0.5271800596428999	8	39
2703.0	402	0.5251115810134674	20	172
2704.5	5761	0.5247080541241171	15	54
2704.5	347	0.5247080541241171	15	54
2706.5	4531	0.5211415493474183	12	82
2706.5	1422	0.5211415493474183	12	82
2708.5	1907	0.5196274741637454	16	63
2708.5	1305	0.5196274741637454	16	63
2710.0	2294	0.5180533268874434	13	95
2712.0	1396	0.517643376262118	17	73
2712.0	1338	0.517643376262118	17	73
2712.0	704	0.517643376262118	17	73
2714.0	2494	0.5165717947229469	14	45
2717.0	3144	0.5157690063933593	12	30
2717.0	2625	0.5157690063933593	12	30
2717.0	2583	0.5157690063933593	12	30
2717.0	1704	0.5157690063933593	12	30
2717.0	1420	0.5157690063933593	12	30
2720.5	4276	0.5150346794363321	11	72
2720.5	1568	0.5150346794363321	11	72
2752.5	35263	0.5144297959665085	6	14
2752.5	30184	0.5144297959665085	6	14
2752.5	24691	0.5144297959665085	6	14
2752.5	23706	0.5144297959665085	6	14
2752.5	22541	0.5144297959665085	6	14
2752.5	22035	0.5144297959665085	6	14
2752.5	20633	0.5144297959665085	6	14
2752.5	20183	0.5144297959665085	6	14
2752.5	19125	0.5144297959665085	6	14
2752.5	18809	0.5144297959665085	6	14
2752.5	17818	0.5144297959665085	6	14
2752.5	17100	0.5144297959665085	6	14
2752.5	16822	0.5144297959665085	6	14
2752.5	16228	0.5144297959665085	6	14
2752.5	15990	0.5144297959665085	6	14
2752.5	15173	0.5144297959665085	6	14
2752.5	14222	0.5144297959665085	6	14
2752.5	14067	0.5144297959665085	6	14
2752.5	14051	0.5144297959665085	6	14
2752.5	13928	0.5144297959665085	6	14
2752.5	12747	0.5144297959665085	6	14
2752.5	12668	0.5144297959665085	6	14
2752.5	12446	0.5144297959665085	6	14
2752.5	12136	0.5144297959665085	6	14
2752.5	11827	0.5144297959665085	6	14
2752.5	11423	0.5144297959665085	6	14
2752.5	11065	0.5144297959665085	6	14
2752.5	10949	0.5144297959665085	6	14
2752.5	10363	0.5144297959665085	6	14
2752.5	9883	0.5144297959665085	6	14
2752.5	9486	0.5144297959665085	6	14
2752.5	8186	0.5144297959665085	6	14
2752.5	7711	0.5144297959665085	6	14
2752.5	7655	0.5144297959665085	6	14
2752.5	7226	0.5144297959665085	6	14
2752.5	7177	0.5144297959665085	6	14
2752.5	6890	0.5144297959665085	6	14
2752.5	6738	0.5144297959665085	6	14
2752.5	6706	0.5144297959665085	6	14
2752.5	6528	0.5144297959665085	6	14
2752.5	6248	0.5144297959665085	6	14
2752.5	5946	0.5144297959665085	6	14
2752.5	5874	0.5144297959665085	6	14
2752.5	5429	0.5144297959665085	6	14
2752.5	5100	0.5144297959665085	6	14
2752.5	4852	0.5144297959665085	6	14
2752.5	4789	0.5144297959665085	6	14
2752.5	4575	0.5144297959665085	6	14
2752.5	4484	0.5144297959665085	6	14
2752.5	4478	0.5144297959665085	6	14
2752.5	4302	0.5144297959665085	6	14
2752.5	4198	0.5144297959665085	6	14
2752.5	4068	0.5144297959665085	6	14
2752.5	3731	0.5144297959665085	6	14
2752.5	2785	0.5144297959665085	6	14
2752.5	2517	0.5144297959665085	6	14
2752.5	2099	0.5144297959665085	6	14
2752.5	1906	0.5144297959665085	6	14
2752.5	1792	0.5144297959665085	6	14
2752.5	534	0.5144297959665085	6	14
2752.5	427	0.5144297959665085	6	14
2752.5	135	0.5144297959665085	6	14
2784.0	1059	0.5114898549428535	10	61
2785.0	425	0.5078135732959987	17	162
2786.0	2045	0.5072590617140627	14	109
2788.0	5270	0.507215511541891	9	50
2788.0	4297	0.507215511541891	9	50
2788.0	898	0.507215511541891	9	50
2798.0	23421	0.5070799394684853	7	26
2798.0	20231	0.5070799394684853	7	26
2798.0	10414	0.5070799394684853	7	26
2798.0	10181	0.5070799394684853	7	26
2798.0	9766	0.5070799394684853	7	26
2798.0	6274	0.5070799394684853	7	26
2798.0	4600	0.5070799394684853	7	26
2798.0	4459	0.5070799394684853	7	26
2798.0	4335	0.5070799394684853	7	26
2798.0	3906	0.5070799394684853	7	26
2798.0	3145	0.5070799394684853	7	26
2798.0	1987	0.5070799394684853	7	26
2798.0	1448	0.5070799394684853	7	26
2798.0	1218	0.5070799394684853	7	26
2798.0	903	0.5070799394684853	7	26
2798.0	901	0.5070799394684853	7	26
2798.0	862	0.5070799394684853	7	26
2808.5	5833	0.506855574339717	13	37
2808.5	4744	0.506855574339717	13	37
2808.5	2730	0.506855574339717	13	37
2808.5	1689	0.506855574339717	13	37
2811.0	193	0.5062114140924745	13	94
2847.5	36589	0.5047118372484931	2	4
2847.5	36031	0.5047118372484931	2	4
2847.5	35738	0.5047118372484931	2	4
2847.5	34529	0.5047118372484931	2	4
2847.5	31212	0.5047118372484931	2	4
2847.5	30340	0.5047118372484931	2	4
2847.5	30277	0.5047118372484931	2	4
2847.5	28784	0.5047118372484931	2	4
2847.5	28781	0.5047118372484931	2	4
2847.5	28758	0.5047118372484931	2	4
2847.5	28455	0.5047118372484931	2	4
2847.5	27627	0.5047118372484931	2	4
2847.5	26170	0.5047118372484931	2	4
2847.5	25100	0.5047118372484931	2	4
2847.5	23786	0.5047118372484931	2	4
2847.5	23687	0.5047118372484931	2	4
2847.5	22694	0.5047118372484931	2	4
2847.5	22341	0.5047118372484931	2	4
2847.5	21674	0.5047118372484931	2	4
2847.5	20964	0.5047118372484931	2	4
2847.5	20806	0.5047118372484931	2	4
2847.5	20171	0.5047118372484931	2	4
2847.5	19862	0.5047118372484931	2	4
2847.5	19833	0.5047118372484931	2	4
2847.5	19827	0.5047118372484931	2	4
2847.5	19454	0.5047118372484931	2	4
2847.5	19452	0.5047118372484931	2	4
2847.5	19436	0.5047118372484931	2	4
2847.5	19341	0.5047118372484931	2	4
2847.5	19072	0.5047118372484931	2	4
2847.5	18890	0.5047118372484931	2	4
2847.5	18887	0.5047118372484931	2	4
2847.5	18818	0.5047118372484931	2	4
2847.5	18781	0.5047118372484931	2	4
2847.5	17064	0.5047118372484931	2	4
2847.5	16691	0.5047118372484931	2	4
2847.5	14566	0.5047118372484931	2	4
2847.5	14327	0.5047118372484931	2	4
2847.5	13639	0.5047118372484931	2	4
2847.5	13461	0.5047118372484931	2	4
2847.5	13382	0.5047118372484931	2	4
2847.5	13269	0.5047118372484931	2	4
2847.5	13265	0.5047118372484931	2	4
2847.5	12064	0.5047118372484931	2	4
2847.5	12037	0.5047118372484931	2	4
2847.5	11832	0.5047118372484931	2	4
2847.5	11469	0.5047118372484931	2	4
2847.5	11215	0.5047118372484931	2	4
2847.5	11136	0.5047118372484931	2	4
2847.5	10789	0.5047118372484931	2	4
2847.5	10781	0.5047118372484931	2	4
2847.5	10592	0.5047118372484931	2	4
2847.5	10246	0.5047118372484931	2	4
2847.5	10009	0.5047118372484931	2	4
2847.5	9867	0.5047118372484931	2	4
2847.5	9788	0.5047118372484931	2	4
2847.5	9775	0.5047118372484931	2	4
2847.5	9406	0.5047118372484931	2	4
2847.5	8310	0.5047118372484931	2	4
2847.5	7151	0.5047118372484931	2	4
2847.5	6453	0.5047118372484931	2	4
2847.5	6393	0.5047118372484931	2	4
2847.5	6059	0.5047118372484931	2	4
2847.5	5593	0.5047118372484931	2	4
2847.5	5015	0.5047118372484931	2	4
2847.5	2875	0.5047118372484931	2	4
2847.5	2867	0.5047118372484931	2	4
2847.5	2864	0.5047118372484931	2	4
2847.5	1273	0.5047118372484931	2	4
2847.5	1271	0.5047118372484931	2	4
2847.5	855	0.5047118372484931	2	4
2847.5	65	0.5047118372484931	2	4
2884.5	4323	0.5042810066583394	15	55
2884.5	3342	0.5042810066583394	15	55
2888.5	7515	0.5041226242239327	12	81
2888.5	2593	0.5041226242239327	12	81
2888.5	1760	0.5041226242239327	12	81
2888.5	1736	0.5041226242239327	12	81
2888.5	1141	0.5041226242239327	12	81
2888.5	513	0.5041226242239327	12	81
2896.0	16797	0.5033662426168064	11	24
2896.0	16403	0.5033662426168064	11	24
2896.0	13737	0.5033662426168064	11	24
2896.0	12148	0.5033662426168064	11	24
2896.0	9925	0.5033662426168064	11	24
2896.0	6023	0.5033662426168064	11	24
2896.0	5424	0.5033662426168064	11	24
2896.0	5284	0.5033662426168064	11	24
2896.0	3827	0.5033662426168064	11	24
2901.5	225	0.5007752879124885	20	339
2901.5	78	0.5007752879124885	20	339
2904.0	3968	0.500038910854177	17	74
2904.0	2640	0.500038910854177	17	74
2904.0	1140	0.500038910854177	17	74
2906.5	8223	0.4999002846397378	14	46
2906.5	2588	0.4999002846397378	14	46
2920.0	27918	0.4979758907537297	9	14
2920.0	27758	0.4979758907537297	9	14
2920.0	26502	0.4979758907537297	9	14
2920.0	26392	0.4979758907537297	9	14
2920.0	25933	0.4979758907537297	9	14
2920.0	25585	0.4979758907537297	9	14
2920.0	23696	0.4979758907537297	9	14
2920.0	20935	0.4979758907537297	9	14
2920.0	18752	0.4979758907537297	9	14
2920.0	16722	0.4979758907537297	9	14
2920.0	14147	0.4979758907537297	9	14
2920.0	13683	0.4979758907537297	9	14
2920.0	11055	0.4979758907537297	9	14
2920.0	10663	0.4979758907537297	9	14
2920.0	10193	0.4979758907537297	9	14
2920.0	9019	0.4979758907537297	9	14
2920.0	8243	0.4979758907537297	9	14
2920.0	8012	0.4979758907537297	9	14
2920.0	6896	0.4979758907537297	9	14
2920.0	6057	0.4979758907537297	9	14
2920.0	5938	0.4979758907537297	9	14
2920.0	4860	0.4979758907537297	9	14
2920.0	3359	0.4979758907537297	9	14
2920.0	3303	0.4979758907537297	9	14
2920.0	3281	0.4979758907537297	9	14
2936.5	13640	0.49772340354982436	8	38
2936.5	10210	0.49772340354982436	8	38
2936.5	7105	0.49772340354982436	8	38
2936.5	5199	0.49772340354982436	8	38
2936.5	4645	0.49772340354982436	8	38
2936.5	1989	0.49772340354982436	8	38
2936.5	959	0.49772340354982436	8	38
2936.5	322	0.49772340354982436	8	38
2941.0	484	0.49751138945961504	11	71
2942.0	1439	0.4952819294963815	15	124
2943.0	2160	0.4949522746096999	18	90
2951.0	22569	0.49450824540748517	10	19
2951.0	21412	0.49450824540748517	10	19
2951.0	9389	0.49450824540748517	10	19
2951.0	9370	0.49450824540748517	10	19
2951.0	8645	0.49450824540748517	10	19
2951.0	7947	0.49450824540748517	10	19
2951.0	6500	0.49450824540748517	10	19
2951.0	5991	0.49450824540748517	10	19
2951.0	5825	0.49450824540748517	10	19
2951.0	5340	0.49450824540748517	10	19
2951.0	4028	0.49450824540748517	10	19
2951.0	2767	0.49450824540748517	10	19
2951.0	2689	0.49450824540748517	10	19
2951.0	2618	0.49450824540748517	10	19
2951.0	1909	0.49450824540748517	10	19
2959.0	2489	0.4939660299163151	14	108
2960.0	3075	0.4938142779394541	19	122
2961.0	7155	0.4903320621045646	13	93
2962.0	1130	0.4898846575700313	15	56
2965.0	4519	0.4892791227740627	10	60
2965.0	2818	0.4892791227740627	10	60
2965.0	2092	0.4892791227740627	10	60
2965.0	1897	0.4892791227740627	10	60
2965.0	859	0.4892791227740627	10	60
2968.0	4524	0.4887659057012588	16	140
2970.5	22566	0.4863352170757125	12	31
2970.5	8224	0.4863352170757125	12	31
2970.5	1477	0.4863352170757125	12	31
2970.5	606	0.4863352170757125	12	31
2973.0	2569	0.4862793215419696	16	65
2977.0	5148	0.4854642323521139	11	70
2977.0	3966	0.4854642323521139	11	70
2977.0	1782	0.4854642323521139	11	70
2977.0	1504	0.4854642323521139	11	70
2977.0	1307	0.4854642323521139	11	70
2977.0	813	0.4854642323521139	11	70
2977.0	673	0.4854642323521139	11	70
2982.5	1939	0.484932426724372	12	80
2982.5	1883	0.484932426724372	12	80
2982.5	1788	0.484932426724372	12	80
2982.5	1158	0.484932426724372	12	80
2985.0	3323	0.48474591098293907	9	49
2986.0	489	0.4843923666978345	20	176
2988.5	10661	0.4810137393436964	13	38
2988.5	6376	0.4810137393436964	13	38
2988.5	6297	0.4810137393436964	13	38
2988.5	3169	0.4810137393436964	13	38
2991.0	612	0.47973503669595985	14	47
3001.0	22024	0.4790131175780985	7	25
3001.0	12971	0.4790131175780985	7	25
3001.0	12116	0.4790131175780985	7	25
3001.0	11686	0.4790131175780985	7	25
3001.0	11496	0.4790131175780985	7	25
3001.0	10374	0.4790131175780985	7	25
3001.0	8763	0.4790131175780985	7	25
3001.0	7294	0.4790131175780985	7	25
3001.0	7156	0.4790131175780985	7	25
3001.0	6800	0.4790131175780985	7	25
3001.0	6700	0.4790131175780985	7	25
3001.0	5365	0.4790131175780985	7	25
3001.0	4760	0.4790131175780985	7	25
3001.0	4678	0.4790131175780985	7	25
3001.0	4210	0.4790131175780985	7	25
3001.0	3399	0.4790131175780985	7	25
3001.0	2817	0.4790131175780985	7	25
3001.0	339	0.4790131175780985	7	25
3001.0	45	0.4790131175780985	7	25
3012.0	20336	0.47591360646842507	15	57
3012.0	5465	0.47591360646842507	15	57
3012.0	4230	0.47591360646842507	15	57
3014.0	4681	0.4748345565154004	18	184
3015.0	1527	0.47390867993834895	13	92
3016.0	1118	0.4736466205242369	20	178
3017.5	1763	0.47192614415225265	12	79
3017.5	466	0.47192614415225265	12	79
3024.5	14821	0.47166349311153066	8	37
3024.5	12110	0.47166349311153066	8	37
3024.5	10893	0.47166349311153066	8	37
3024.5	8669	0.47166349311153066	8	37
3024.5	7663	0.47166349311153066	8	37
3024.5	7513	0.47166349311153066	8	37
3024.5	5246	0.47166349311153066	8	37
3024.5	5211	0.47166349311153066	8	37
3024.5	4235	0.47166349311153066	8	37
3024.5	2144	0.47166349311153066	8	37
3024.5	1828	0.47166349311153066	8	37
3024.5	1429	0.47166349311153066	8	37
3032.0	21401	0.47094697610045255	16	66
3032.0	12325	0.47094697610045255	16	66
3032.0	9539	0.47094697610045255	16	66
3036.5	21407	0.47011559670064607	11	25
3036.5	20627	0.47011559670064607	11	25
3036.5	6258	0.47011559670064607	11	25
3036.5	4547	0.47011559670064607	11	25
3036.5	3988	0.47011559670064607	11	25
3036.5	2772	0.47011559670064607	11	25
3080.5	34594	0.4684730544877773	8	10
3080.5	32677	0.4684730544877773	8	10
3080.5	30243	0.4684730544877773	8	10
3080.5	29695	0.4684730544877773	8	10
3080.5	29636	0.4684730544877773	8	10
3080.5	28005	0.4684730544877773	8	10
3080.5	27991	0.4684730544877773	8	10
3080.5	27990	0.4684730544877773	8	10
3080.5	27972	0.4684730544877773	8	10
3080.5	27964	0.4684730544877773	8	10
3080.5	26883	0.4684730544877773	8	10
3080.5	26340	0.4684730544877773	8	10
3080.5	26017	0.4684730544877773	8	10
3080.5	26012	0.4684730544877773	8	10
3080.5	25794	0.4684730544877773	8	10
3080.5	25793	0.4684730544877773	8	10
3080.5	25761	0.4684730544877773	8	10
3080.5	24688	0.4684730544877773	8	10
3080.5	23022	0.4684730544877773	8	10
3080.5	22896	0.4684730544877773	8	10
3080.5	22253	0.4684730544877773	8	10
3080.5	20943	0.4684730544877773	8	10
3080.5	20940	0.4684730544877773	8	10
3080.5	19709	0.4684730544877773	8	10
3080.5	19007	0.4684730544877773	8	10
3080.5	19003	0.4684730544877773	8	10
3080.5	19002	0.4684730544877773	8	10
3080.5	18999	0.4684730544877773	8	10
3080.5	18998	0.4684730544877773	8	10
3080.5	18029	0.4684730544877773	8	10
3080.5	18018	0.4684730544877773	8	10
3080.5	17565	0.4684730544877773	8	10
3080.5	17464	0.4684730544877773	8	10
3080.5	17164	0.4684730544877773	8	10
3080.5	16766	0.4684730544877773	8	10
3080.5	16765	0.4684730544877773	8	10
3080.5	16764	0.4684730544877773	8	10
3080.5	16763	0.4684730544877773	8	10
3080.5	16393	0.4684730544877773	8	10
3080.5	16255	0.4684730544877773	8	10
3080.5	15915	0.4684730544877773	8	10
3080.5	15607	0.4684730544877773	8	10
3080.5	14907	0.4684730544877773	8	10
3080.5	14882	0.4684730544877773	8	10
3080.5	14717	0.4684730544877773	8	10
3080.5	12653	0.4684730544877773	8	10
3080.5	10967	0.4684730544877773	8	10
3080.5	10664	0.4684730544877773	8	10
3080.5	9473	0.4684730544877773	8	10
3080.5	8745	0.4684730544877773	8	10
3080.5	8051	0.4684730544877773	8	10
3080.5	7982	0.4684730544877773	8	10
3080.5	7831	0.4684730544877773	8	10
3080.5	7637	0.4684730544877773	8	10
3080.5	7636	0.4684730544877773	8	10
3080.5	7576	0.4684730544877773	8	10
3080.5	7567	0.4684730544877773	8	10
3080.5	7330	0.4684730544877773	8	10
3080.5	6962	0.4684730544877773	8	10
3080.5	6953	0.4684730544877773	8	10
3080.5	6481	0.4684730544877773	8	10
3080.5	5996	0.4684730544877773	8	10
3080.5	5822	0.4684730544877773	8	10
3080.5	5487	0.4684730544877773	8	10
3080.5	5485	0.4684730544877773	8	10
3080.5	5379	0.4684730544877773	8	10
3080.5	5265	0.4684730544877773	8	10
3080.5	5255	0.4684730544877773	8	10
3080.5	4541	0.4684730544877773	8	10
3080.5	4537	0.4684730544877773	8	10
3080.5	4300	0.4684730544877773	8	10
3080.5	4199	0.4684730544877773	8	10
3080.5	3729	0.4684730544877773	8	10
3080.5	3044	0.4684730544877773	8	10
3080.5	2534	0.4684730544877773	8	10
3080.5	1710	0.4684730544877773	8	10
3080.5	1678	0.4684730544877773	8	10
3080.5	1136	0.4684730544877773	8	10
3080.5	999	0.4684730544877773	8	10
3080.5	998	0.4684730544877773	8	10
3080.5	997	0.4684730544877773	8	10
3080.5	765	0.4684730544877773	8	10
3123.0	828	0.4679955964424902	14	106
3123.0	252	0.4679955964424902	14	106
3123.0	173	0.4679955964424902	14	106
3125.0	1667	0.4667220410427264	19	124
3126.0	245	0.465191478556668	16	138
3127.5	5494	0.464743882368877	10	59
3127.5	2760	0.464743882368877	10	59
3129.5	1880	0.4640184168597381	9	48
3129.5	1426	0.4640184168597381	9	48
3131.0	462	0.46262352194811296	20	180
3132.5	5426	0.4611907489106102	17	76
3132.5	1602	0.4611907489106102	17	76
3135.0	6970	0.46085829642354437	15	58
3135.0	5490	0.46085829642354437	15	58
3135.0	1549	0.46085829642354437	15	58
3137.5	2550	0.460727786783214	13	91
3137.5	1210	0.460727786783214	13	91
3140.0	7005	0.45929306630755384	14	48
3140.0	3026	0.45929306630755384	14	48
3140.0	812	0.45929306630755384	14	48
3173.5	30395	0.45856889015838753	6	13
3173.5	27313	0.45856889015838753	6	13
3173.5	23676	0.45856889015838753	6	13
3173.5	23483	0.45856889015838753	6	13
3173.5	20820	0.45856889015838753	6	13
3173.5	20632	0.45856889015838753	6	13
3173.5	19591	0.45856889015838753	6	13
3173.5	18991	0.45856889015838753	6	13
3173.5	18972	0.45856889015838753	6	13
3173.5	18067	0.45856889015838753	6	13
3173.5	16429	0.45856889015838753	6	13
3173.5	16222	0.45856889015838753	6	13
3173.5	15281	0.45856889015838753	6	13
3173.5	14942	0.45856889015838753	6	13
3173.5	14800	0.45856889015838753	6	13
3173.5	14582	0.45856889015838753	6	13
3173.5	14361	0.45856889015838753	6	13
3173.5	14231	0.45856889015838753	6	13
3173.5	14171	0.45856889015838753	6	13
3173.5	14141	0.45856889015838753	6	13
3173.5	13922	0.45856889015838753	6	13
3173.5	12908	0.45856889015838753	6	13
3173.5	12178	0.45856889015838753	6	13
3173.5	11991	0.45856889015838753	6	13
3173.5	11698	0.45856889015838753	6	13
3173.5	11279	0.45856889015838753	6	13
3173.5	11130	0.45856889015838753	6	13
3173.5	10615	0.45856889015838753	6	13
3173.5	10111	0.45856889015838753	6	13
3173.5	9334	0.45856889015838753	6	13
3173.5	9101	0.45856889015838753	6	13
3173.5	8977	0.45856889015838753	6	13
3173.5	8884	0.45856889015838753	6	13
3173.5	8686	0.45856889015838753	6	13
3173.5	8589	0.45856889015838753	6	13
3173.5	8169	0.45856889015838753	6	13
3173.5	8099	0.45856889015838753	6	13
3173.5	7665	0.45856889015838753	6	13
3173.5	7556	0.45856889015838753	6	13
3173.5	7340	0.45856889015838753	6	13
3173.5	7189	0.45856889015838753	6	13
3173.5	6941	0.45856889015838753	6	13
3173.5	6862	0.45856889015838753	6	13
3173.5	6414	0.45856889015838753	6	13
3173.5	6225	0.45856889015838753	6	13
3173.5	6216	0.45856889015838753	6	13
3173.5	6176	0.45856889015838753	6	13
3173.5	5903	0.45856889015838753	6	13
3173.5	5511	0.45856889015838753	6	13
3173.5	4896	0.45856889015838753	6	13
3173.5	4891	0.45856889015838753	6	13
3173.5	4882	0.45856889015838753	6	13
3173.5	4801	0.45856889015838753	6	13
3173.5	4506	0.45856889015838753	6	13
3173.5	4007	0.45856889015838753	6	13
3173.5	3693	0.45856889015838753	6	13
3173.5	3430	0.45856889015838753	6	13
3173.5	3384	0.45856889015838753	6	13
3173.5	2336	0.45856889015838753	6	13
3173.5	2306	0.45856889015838753	6	13
3173.5	1411	0.45856889015838753	6	13
3173.5	731	0.45856889015838753	6	13
3173.5	569	0.45856889015838753	6	13
3173.5	483	0.45856889015838753	6	13
3207.0	8651	0.4571799406201613	12	32
3207.0	4362	0.4571799406201613	12	32
3207.0	2350	0.4571799406201613	12	32
3209.0	4757	0.4568706296435794	16	67
3216.0	23374	0.4557475458097544	10	20
3216.0	22181	0.4557475458097544	10	20
3216.0	17143	0.4557475458097544	10	20
3216.0	16441	0.4557475458097544	10	20
3216.0	14036	0.4557475458097544	10	20
3216.0	6313	0.4557475458097544	10	20
3216.0	4682	0.4557475458097544	10	20
3216.0	4295	0.4557475458097544	10	20
3216.0	4282	0.4557475458097544	10	20
3216.0	3324	0.4557475458097544	10	20
3216.0	3315	0.4557475458097544	10	20
3216.0	3242	0.4557475458097544	10	20
3216.0	2216	0.4557475458097544	10	20
3226.5	22914	0.4549545654432885	13	39
3226.5	7080	0.4549545654432885	13	39
3226.5	6242	0.4549545654432885	13	39
3226.5	5339	0.4549545654432885	13	39
3226.5	4745	0.4549545654432885	13	39
3226.5	4367	0.4549545654432885	13	39
